# time, noise
5.713169588358806700e-02 1.351236358228373105e-21
5.762000097661018616e-02 -7.875072501690955654e-22
5.810830606963231226e-02 2.316048545945627811e-21
5.859661116265443143e-02 -3.311956287789500750e-22
5.908491625567655059e-02 -8.853070091872211893e-23
5.957322134869866975e-02 1.216098842578009466e-22
6.006152644172078892e-02 2.316651690537419479e-22
6.054983153474290808e-02 -8.082413742297539765e-23
6.103813662776503418e-02 -2.968035620625496403e-22
6.152644172078715334e-02 -9.775003807441620919e-22
6.201474681380927251e-02 2.665877405138772682e-21
6.250305190683139167e-02 -2.360172065114533161e-22
6.299135699985351777e-02 -1.731447079536900913e-22
6.347966209287563000e-02 -1.294805265787113365e-22
6.396796718589775610e-02 3.386626312838704922e-22
6.445627227891986832e-02 -3.286944811157425231e-22
6.494457737194199443e-02 -2.325339466270771436e-21
6.543288246496410665e-02 -2.605233577325288964e-21
6.592118755798623275e-02 -1.230445924847609543e-21
6.640949265100835885e-02 -3.421582968445456731e-22
6.689779774403047108e-02 -2.013120436289499053e-22
6.738610283705259718e-02 -1.241178439758975541e-21
6.787440793007470941e-02 -8.790675895882480985e-22
6.836271302309683551e-02 1.591344285292400768e-21
6.885101811611896161e-02 7.158720942958029786e-22
6.933932320914107383e-02 -6.326851652035080069e-23
6.982762830216319994e-02 1.118692892910010054e-22
7.031593339518531216e-02 -4.971510048328908278e-22
7.080423848820743826e-02 7.737149144555696651e-22
7.129254358122955049e-02 -5.377457622789433054e-22
7.178084867425167659e-02 -1.487238874427912366e-22
7.226915376727380269e-02 3.398770729276666270e-21
7.275745886029591492e-02 7.334256752720903955e-22
7.324576395331804102e-02 -2.570963009355766935e-21
7.373406904634015324e-02 1.237840484808041795e-21
7.422237413936227934e-02 3.131473767287311504e-22
7.471067923238439157e-02 -6.229513630192568748e-22
7.519898432540651767e-02 -9.961377927092991936e-22
7.568728941842864377e-02 3.342891026606460220e-22
7.617559451145075600e-02 1.091449678218982157e-21
7.666389960447288210e-02 -7.856426466401766472e-22
7.715220469749499432e-02 -2.772681596273181641e-22
7.764050979051712043e-02 -1.891917243407952467e-21
7.812881488353923265e-02 1.137918475137329414e-21
7.861711997656135875e-02 1.040711709892140332e-21
7.910542506958348485e-02 -3.014094559007338947e-22
7.959373016260559708e-02 1.143562041533658981e-21
8.008203525562772318e-02 -1.804769460788286590e-21
8.057034034864983540e-02 -5.038987796450807331e-22
8.105864544167196151e-02 -1.271482146018746520e-22
8.154695053469408761e-02 -7.573045282097716795e-23
8.203525562771619983e-02 -1.942431275958236841e-21
8.252356072073832594e-02 4.715309074582485612e-22
8.301186581376043816e-02 8.332561198241092909e-22
8.350017090678256426e-02 1.456265987276296766e-21
8.398847599980467649e-02 2.820114145134025818e-22
8.447678109282680259e-02 7.978913979167641793e-22
8.496508618584892869e-02 -2.360104938387519195e-21
8.545339127887104091e-02 -8.581419929709389159e-22
8.594169637189316702e-02 -3.851729495160391112e-22
8.643000146491527924e-02 -2.232446697980906975e-22
8.691830655793740534e-02 -4.197668526010598614e-22
8.740661165095951757e-02 3.770932851318812371e-22
8.789491674398164367e-02 1.370832966913750523e-21
8.838322183700376977e-02 9.144151046888196332e-22
8.887152693002588200e-02 -1.152346201531691465e-21
8.935983202304800810e-02 7.054430859929493035e-23
8.984813711607012032e-02 5.092604172017061792e-22
9.033644220909224642e-02 -2.021383491542469366e-21
9.082474730211437253e-02 -1.587536513145374953e-21
9.131305239513648475e-02 -1.316265287536696241e-21
9.180135748815861085e-02 2.483051455891102037e-21
9.228966258118072308e-02 -1.866850457985616262e-21
9.277796767420284918e-02 7.630950287412338163e-22
9.326627276722496140e-02 9.671621650492079916e-22
9.375457786024708751e-02 1.114126678150955612e-21
9.424288295326921361e-02 3.301899225011704078e-22
9.473118804629132583e-02 1.499176941137940399e-22
9.521949313931345193e-02 8.329170472962185007e-22
9.570779823233556416e-02 1.008059628877676283e-21
9.619610332535769026e-02 -3.460578701733650364e-22
9.668440841837980249e-02 3.976622709424714392e-22
9.717271351140192859e-02 -2.811100315793260690e-22
9.766101860442405469e-02 2.048392343123895638e-21
9.814932369744616691e-02 -7.804826984018952983e-22
9.863762879046829302e-02 -1.178518140359275728e-21
9.912593388349040524e-02 -8.747952606220062454e-22
9.961423897651253134e-02 -1.071738309356446100e-21
1.001025440695346574e-01 -5.409107625651764554e-25
1.005908491625567697e-01 -2.699620449877141418e-22
1.010791542555788958e-01 -5.629154881138393028e-22
1.015674593486010080e-01 -1.475108894399660056e-21
1.020557644416231341e-01 -6.266546618731052863e-22
1.025440695346452463e-01 2.852979631081053557e-22
1.030323746276673724e-01 3.243706498820479934e-22
1.035206797206894985e-01 -2.622170519423341528e-23
1.040089848137116108e-01 -1.475206774916964517e-22
1.044972899067337369e-01 -5.577422524849640283e-22
1.049855949997558491e-01 -1.407467678465681148e-21
1.054739000927779752e-01 1.429355315260573356e-21
1.059622051858000874e-01 -2.344472208767902849e-22
1.064505102788222135e-01 1.260995282395818719e-22
1.069388153718443396e-01 7.973286679149869603e-22
1.074271204648664518e-01 6.810346129846596575e-23
1.079154255578885779e-01 -7.910593873117204062e-22
1.084037306509106902e-01 -1.493278467831662903e-21
1.088920357439328163e-01 1.605666626845895446e-21
1.093803408369549424e-01 8.884581136689781155e-22
1.098686459299770546e-01 -8.436325373221609590e-22
1.103569510229991807e-01 1.896011861267261148e-21
1.108452561160212929e-01 7.424751151417990914e-22
1.113335612090434190e-01 -1.303310718941867628e-21
1.118218663020655312e-01 -2.036496213942142350e-22
1.123101713950876573e-01 7.647841334296827455e-22
1.127984764881097834e-01 -2.550838843265474636e-22
1.132867815811318957e-01 -2.185876342907723639e-22
1.137750866741540218e-01 -4.393452079490282234e-22
1.142633917671761340e-01 5.963185340732498771e-22
1.147516968601982601e-01 2.044702863629019690e-21
1.152400019532203723e-01 5.312575628120289148e-22
1.157283070462424984e-01 -9.557258004456847753e-23
1.162166121392646245e-01 2.772645545006718356e-21
1.167049172322867368e-01 1.453569054461655637e-21
1.171932223253088629e-01 -8.264255556989359553e-22
1.176815274183309751e-01 5.405892271297212145e-22
1.181698325113531012e-01 1.550165718671811506e-21
1.186581376043752134e-01 -1.697256011444188938e-21
1.191464426973973395e-01 -2.201190761997210875e-22
1.196347477904194656e-01 -1.104499849844149036e-21
1.201230528834415778e-01 -2.038671919123415732e-21
1.206113579764637039e-01 2.975351463291885643e-23
1.210996630694858162e-01 -1.879741700042902273e-21
1.215879681625079423e-01 1.872801720039911365e-21
1.220762732555300684e-01 1.398980915548159910e-21
1.225645783485521806e-01 1.690691946076708274e-21
1.230528834415743067e-01 1.007090756533862898e-21
1.235411885345964189e-01 5.687187055344378003e-22
1.240294936276185450e-01 1.705531770230825632e-21
1.245177987206406572e-01 -8.408700802389643674e-22
1.250061038136627833e-01 -2.195497107182618037e-21
1.254944089066848956e-01 -1.207424203822512839e-21
1.259827139997070355e-01 2.921954969359159079e-24
1.264710190927291478e-01 2.305049584150126174e-21
1.269593241857512600e-01 -1.558717070340007617e-22
1.274476292787733722e-01 -2.642468085796063418e-21
1.279359343717955122e-01 1.290151359374488625e-22
1.284242394648176244e-01 -7.405438062010580148e-22
1.289125445578397366e-01 -8.097273026613742719e-22
1.294008496508618766e-01 7.777931885233300631e-22
1.298891547438839889e-01 -5.122241222079881270e-22
1.303774598369061011e-01 1.930573100124965851e-23
1.308657649299282133e-01 -1.888631049055368986e-22
1.313540700229503533e-01 1.356805055799168731e-21
1.318423751159724655e-01 -1.209827168771093105e-21
1.323306802089945777e-01 -1.462576878890133662e-21
1.328189853020167177e-01 -9.814624183251155263e-22
1.333072903950388299e-01 -1.932595733596005050e-21
1.337955954880609422e-01 -8.519890141296889021e-22
1.342839005810830544e-01 9.517733620799438028e-22
1.347722056741051944e-01 -1.195485766653825814e-21
1.352605107671273066e-01 -8.010836160209171860e-22
1.357488158601494188e-01 -1.299739261238601714e-21
1.362371209531715588e-01 1.098017903776855128e-21
1.367254260461936710e-01 2.310728852151374337e-21
1.372137311392157832e-01 -8.356298770779561377e-22
1.377020362322379232e-01 7.164128950097444699e-22
1.381903413252600354e-01 5.164231390942787667e-22
1.386786464182821477e-01 -1.672838303692752997e-21
1.391669515113042599e-01 4.353310405554268787e-22
1.396552566043263999e-01 -1.860025934054411877e-21
1.401435616973485121e-01 -1.381838282906480952e-21
1.406318667903706243e-01 4.403285674228038420e-22
1.411201718833927643e-01 -5.624309023398728014e-22
1.416084769764148765e-01 1.516747522447304493e-21
1.420967820694369887e-01 8.101712571057083556e-22
1.425850871624591010e-01 -3.497878342351190111e-22
1.430733922554812410e-01 8.730351503600457218e-22
1.435616973485033532e-01 1.162549906271263776e-21
1.440500024415254654e-01 1.906385014841389676e-22
1.445383075345476054e-01 -3.896108241844381387e-22
1.450266126275697176e-01 -7.542981679726730365e-22
1.455149177205918298e-01 -1.589445496525811586e-21
1.460032228136139421e-01 -1.468345015150136407e-21
1.464915279066360820e-01 -1.179209543235841540e-21
1.469798329996581943e-01 2.339644186892996029e-22
1.474681380926803065e-01 1.288032768431114133e-21
1.479564431857024465e-01 -6.341647218295146904e-22
1.484447482787245587e-01 6.519999316250790404e-22
1.489330533717466709e-01 1.348443805456312108e-21
1.494213584647687831e-01 2.096584057789590411e-21
1.499096635577909231e-01 1.758582219777771384e-21
1.503979686508130353e-01 9.571884665237257355e-22
1.508862737438351476e-01 -7.237158492178970151e-22
1.513745788368572875e-01 2.603666562022178831e-22
1.518628839298793998e-01 -1.384566466454847342e-22
1.523511890229015120e-01 2.724838323912619250e-24
1.528394941159236242e-01 1.048774857831543953e-21
1.533277992089457642e-01 -6.100679060681971983e-24
1.538161043019678764e-01 -3.691108171611146938e-23
1.543044093949899886e-01 5.950898137503642175e-22
1.547927144880121286e-01 -1.202523171412520337e-21
1.552810195810342409e-01 4.167428164361452423e-22
1.557693246740563531e-01 -1.061859268903922164e-21
1.562576297670784653e-01 2.408240825385715376e-21
1.567459348601006053e-01 2.607488848405896021e-21
1.572342399531227175e-01 -4.117944706784136822e-22
1.577225450461448297e-01 2.846141083486508037e-21
1.582108501391669697e-01 -3.202334737836394282e-22
1.586991552321890819e-01 -6.400544739233361985e-22
1.591874603252111942e-01 -3.837426024524410922e-23
1.596757654182333341e-01 2.377296708352822556e-21
1.601640705112554464e-01 -5.744861732863156661e-22
1.606523756042775586e-01 4.304022452214768062e-22
1.611406806972996708e-01 5.651046496638045835e-22
1.616289857903218108e-01 1.161610881458668886e-22
1.621172908833439230e-01 1.228504675437190465e-21
1.626055959763660352e-01 2.861507936824736753e-21
1.630939010693881752e-01 -5.871045630620194577e-22
1.635822061624102874e-01 2.415002825097852344e-21
1.640705112554323997e-01 5.719260242878888587e-22
1.645588163484545119e-01 -3.808777215640835421e-22
1.650471214414766519e-01 -5.385079394060478283e-22
1.655354265344987641e-01 -1.331521028764592044e-21
1.660237316275208763e-01 1.376774177445348339e-21
1.665120367205430163e-01 -1.165004750326093934e-23
1.670003418135651285e-01 1.282501279458495108e-21
1.674886469065872407e-01 7.927534621222386490e-22
1.679769519996093530e-01 1.390095826095391161e-21
1.684652570926314930e-01 -1.098957623938059789e-21
1.689535621856536052e-01 -1.885701683935731670e-21
1.694418672786757174e-01 -8.859063693571032401e-22
1.699301723716978574e-01 -1.122743444061140617e-21
1.704184774647199696e-01 -5.875543942248697747e-22
1.709067825577420818e-01 6.162696265576450031e-23
1.713950876507641941e-01 -1.944204524385158250e-21
1.718833927437863340e-01 -7.939375724615931462e-22
1.723716978368084463e-01 -1.625912476729537651e-21
1.728600029298305585e-01 1.186464548129392124e-21
1.733483080228526985e-01 1.433879134490160589e-21
1.738366131158748107e-01 -4.357761385569794720e-22
1.743249182088969229e-01 -3.508481955697403757e-21
1.748132233019190351e-01 -9.084010997011624841e-22
1.753015283949411751e-01 -9.389217708996114685e-22
1.757898334879632873e-01 1.288863826539461971e-21
1.762781385809853996e-01 -1.823620157778468315e-21
1.767664436740075395e-01 5.846899241332132023e-22
1.772547487670296518e-01 1.721898161659111988e-21
1.777430538600517640e-01 -8.219596711814545083e-22
1.782313589530739040e-01 -2.053093885091887883e-21
1.787196640460960162e-01 4.622063984590208521e-23
1.792079691391181284e-01 -8.744725449423903151e-22
1.796962742321402406e-01 2.030452566164607112e-21
1.801845793251623806e-01 -1.323968633746182877e-21
1.806728844181844928e-01 2.759757922850490522e-22
1.811611895112066051e-01 -7.129091315965133255e-22
1.816494946042287451e-01 1.721088083780151007e-21
1.821377996972508573e-01 -2.666493137198962309e-22
1.826261047902729695e-01 1.210579059117334048e-22
1.831144098832950817e-01 -1.087518241276274369e-21
1.836027149763172217e-01 4.085729106260584643e-22
1.840910200693393339e-01 -5.406540365968139009e-22
1.845793251623614462e-01 -1.250189193892343621e-21
1.850676302553835861e-01 2.894968588694645423e-22
1.855559353484056984e-01 1.392541252221522966e-21
1.860442404414278106e-01 -6.965293618604451097e-22
1.865325455344499228e-01 8.892234408422745089e-22
1.870208506274720628e-01 -9.996110511578372371e-23
1.875091557204941750e-01 6.454236655483368338e-22
1.879974608135162872e-01 -1.069330419156998405e-21
1.884857659065384272e-01 -9.322882182241555027e-22
1.889740709995605394e-01 1.367367947864728010e-21
1.894623760925826517e-01 2.856291004019203909e-21
1.899506811856047639e-01 -1.800470881749601073e-21
1.904389862786269039e-01 -5.436158453426097862e-23
1.909272913716490161e-01 2.115967797645766069e-22
1.914155964646711283e-01 -6.475056806664158006e-22
1.919039015576932683e-01 2.774827759126648564e-22
1.923922066507153805e-01 2.703263672073766724e-22
1.928805117437374927e-01 1.425562606790376682e-21
1.933688168367596050e-01 5.473422313885184589e-23
1.938571219297817450e-01 7.489659319580310237e-22
1.943454270228038572e-01 9.663309130945054899e-22
1.948337321158259694e-01 1.021367439029276339e-21
1.953220372088481094e-01 -5.465863896202397106e-22
1.958103423018702216e-01 -4.740299028464447365e-22
1.962986473948923338e-01 -1.363655888512135834e-21
1.967869524879144461e-01 3.444636233534103733e-22
1.972752575809365860e-01 2.109439260119176699e-22
1.977635626739586983e-01 6.446857103774892304e-22
1.982518677669808105e-01 2.783378517023642375e-21
1.987401728600029505e-01 4.786599936802094085e-22
1.992284779530250627e-01 -3.335220781740609909e-22
1.997167830460471749e-01 1.531444994369565445e-21
2.002050881390693149e-01 5.080298767458515729e-22
2.006933932320914271e-01 -2.187721368971238656e-21
2.011816983251135393e-01 -1.697923116278157906e-21
2.016700034181356516e-01 -6.848551822386063249e-22
2.021583085111577915e-01 -5.291737054968070275e-22
2.026466136041799038e-01 2.599830497477428544e-22
2.031349186972020160e-01 1.897091133772400907e-22
2.036232237902241560e-01 1.455130822727942711e-21
2.041115288832462682e-01 -1.519610915498962442e-21
2.045998339762683804e-01 -1.877443585105299960e-21
2.050881390692904926e-01 -3.848285670694832148e-22
2.055764441623126326e-01 -1.787558270992869917e-21
2.060647492553347448e-01 1.838983657540024604e-21
2.065530543483568571e-01 -1.141174775237722004e-22
2.070413594413789971e-01 -5.294833178174652719e-22
2.075296645344011093e-01 1.731829961358633719e-21
2.080179696274232215e-01 -8.627180580531665317e-22
2.085062747204453337e-01 -6.542765148034636851e-22
2.089945798134674737e-01 3.138476911798234926e-21
2.094828849064895859e-01 -2.663875991883141124e-21
2.099711899995116982e-01 1.419765462904152912e-21
2.104594950925338381e-01 2.333889968419348532e-22
2.109478001855559504e-01 -6.577485142256703304e-22
2.114361052785780626e-01 -4.558583603278809872e-22
2.119244103716001748e-01 -7.421155617746572822e-22
2.124127154646223148e-01 -1.521347257060899955e-21
2.129010205576444270e-01 1.631194722514729590e-21
2.133893256506665392e-01 1.150503698711535477e-21
2.138776307436886792e-01 5.364734717298766203e-22
2.143659358367107914e-01 -1.685443866959187544e-21
2.148542409297329037e-01 2.198043459978908132e-21
2.153425460227550159e-01 -5.747020332515865737e-23
2.158308511157771559e-01 3.173893295483154791e-22
2.163191562087992681e-01 4.950979537005303274e-22
2.168074613018213803e-01 1.338010290469587939e-21
2.172957663948435203e-01 1.310526187290326701e-21
2.177840714878656325e-01 -1.956617619498267694e-21
2.182723765808877447e-01 1.822833556481803942e-21
2.187606816739098847e-01 -6.715094263065461486e-22
2.192489867669319970e-01 -5.966926994536178528e-22
2.197372918599541092e-01 -3.622477367927397974e-22
2.202255969529762214e-01 -1.397735064391068262e-21
2.207139020459983614e-01 -2.465542154254510211e-21
2.212022071390204736e-01 2.071630365706243368e-22
2.216905122320425858e-01 -3.412049211960312752e-22
2.221788173250647258e-01 -9.428243496662720398e-22
2.226671224180868380e-01 -1.408860728182485618e-21
2.231554275111089503e-01 -3.872611499538912446e-22
2.236437326041310625e-01 -4.618443008282690830e-22
2.241320376971532025e-01 -7.031447422008789063e-22
2.246203427901753147e-01 7.190662237769695087e-22
2.251086478831974269e-01 -1.281798263365388040e-21
2.255969529762195669e-01 -1.428633919189536591e-22
2.260852580692416791e-01 3.902291243041540092e-22
2.265735631622637913e-01 2.763230971451930374e-21
2.270618682552859036e-01 1.943324914027343690e-21
2.275501733483080435e-01 -9.299777655977204575e-22
2.280384784413301558e-01 2.008225914190643991e-23
2.285267835343522680e-01 1.530012673413650731e-21
2.290150886273744080e-01 1.640329765731989703e-21
2.295033937203965202e-01 -2.381637865790851129e-21
2.299916988134186324e-01 -1.805355201704238516e-21
2.304800039064407446e-01 -1.510339713551784534e-21
2.309683089994628846e-01 -7.000054311808367578e-22
2.314566140924849968e-01 1.562658382683547928e-21
2.319449191855071091e-01 -1.065371055858451392e-21
2.324332242785292491e-01 -5.200839894642031079e-22
2.329215293715513613e-01 -2.275238369052378907e-22
2.334098344645734735e-01 -6.557433629675991934e-22
2.338981395575955857e-01 5.876280484557597791e-22
2.343864446506177257e-01 -1.279060913927296789e-21
2.348747497436398379e-01 -3.360061302645888488e-21
2.353630548366619502e-01 1.062975702043053381e-21
2.358513599296840901e-01 1.110347797021896262e-21
2.363396650227062024e-01 -8.953875148877079038e-22
2.368279701157283146e-01 -1.381819219383359558e-22
2.373162752087504268e-01 -5.912232050991677480e-22
2.378045803017725668e-01 1.999261733690356282e-21
2.382928853947946790e-01 1.060258302062290199e-22
2.387811904878167912e-01 -2.388117018370753654e-21
2.392694955808389312e-01 -1.657562534419477718e-21
2.397578006738610434e-01 -8.798421012221454673e-22
2.402461057668831557e-01 -8.898056886584835968e-22
2.407344108599052956e-01 1.004289643354118770e-21
2.412227159529274079e-01 7.515098459039390517e-22
2.417110210459495201e-01 -8.290393185281532568e-22
2.421993261389716323e-01 -1.545944750261319486e-21
2.426876312319937723e-01 -4.183758142919769061e-22
2.431759363250158845e-01 1.361885075260396195e-21
2.436642414180379967e-01 9.013495728550011943e-22
2.441525465110601367e-01 -6.476836745517768028e-22
2.446408516040822489e-01 3.875009732746561457e-22
2.451291566971043612e-01 1.105017906194245221e-21
2.456174617901264734e-01 -1.000131304567338776e-21
2.461057668831486134e-01 -2.928256249279315841e-22
2.465940719761707256e-01 1.419795903506971285e-21
2.470823770691928378e-01 1.313253981168889958e-21
2.475706821622149778e-01 1.325537590193520191e-22
2.480589872552370900e-01 8.937795658995052477e-22
2.485472923482592023e-01 -7.247106498787037341e-22
2.490355974412813145e-01 9.854579011589785252e-22
2.495239025343034545e-01 -7.075410025157382511e-22
2.500122076273255667e-01 1.008648795927741985e-22
2.505005127203476789e-01 -7.654130567963439503e-22
2.509888178133697911e-01 -1.173428869120559190e-21
2.514771229063919034e-01 1.680593167137979025e-22
2.519654279994140711e-01 -5.697287917170765939e-22
2.524537330924361833e-01 -1.309613944943618553e-21
2.529420381854582955e-01 -1.348185886571223809e-21
2.534303432784804078e-01 -5.039921975728692799e-22
2.539186483715025200e-01 5.882432058530174845e-22
2.544069534645246322e-01 1.345747965675506489e-21
2.548952585575467444e-01 -2.666820283758392069e-22
2.553835636505689122e-01 5.516404533358620897e-22
2.558718687435910244e-01 2.157023154185212438e-21
2.563601738366131366e-01 1.111896369635928327e-21
2.568484789296352488e-01 2.600770285675651995e-21
2.573367840226573611e-01 -5.605273716817571193e-22
2.578250891156794733e-01 1.199705135879671565e-21
2.583133942087015855e-01 2.543650175070343070e-22
2.588016993017237533e-01 -9.168115026752219051e-22
2.592900043947458655e-01 -1.177041822830989344e-21
2.597783094877679777e-01 -6.241280619624632962e-22
2.602666145807900899e-01 -6.853105578292551424e-22
2.607549196738122022e-01 3.899724794505502879e-22
2.612432247668343144e-01 1.458207630193514599e-22
2.617315298598564266e-01 -1.495278962136523084e-22
2.622198349528785943e-01 1.965625882045095691e-22
2.627081400459007066e-01 1.080631597845653714e-21
2.631964451389228188e-01 -9.554465547997471897e-22
2.636847502319449310e-01 -9.103846865159645611e-22
2.641730553249670432e-01 -2.521888258337910553e-21
2.646613604179891555e-01 1.397631317967261699e-21
2.651496655110112677e-01 -1.995944787471400461e-21
2.656379706040334354e-01 -1.733253507507063760e-21
2.661262756970555476e-01 1.323169957716175996e-21
2.666145807900776599e-01 -3.344595307202566521e-21
2.671028858830997721e-01 -1.591176527050958844e-21
2.675911909761218843e-01 -1.025083023863725548e-21
2.680794960691439965e-01 -2.864012291557559914e-21
2.685678011621661088e-01 -1.895939370909756367e-22
2.690561062551882765e-01 -2.244263786331103966e-21
2.695444113482103887e-01 8.846253795325836844e-22
2.700327164412325009e-01 -5.885137055498216099e-22
2.705210215342546132e-01 -2.131840069266859965e-21
2.710093266272767254e-01 1.987489423184346945e-21
2.714976317202988376e-01 -8.155861163811919162e-22
2.719859368133210054e-01 2.154191956689844273e-21
2.724742419063431176e-01 2.319175685708592221e-22
2.729625469993652298e-01 2.236199602370871625e-21
2.734508520923873420e-01 1.643476906786569430e-22
2.739391571854094543e-01 -1.170827922518362683e-21
2.744274622784315665e-01 -1.211834318705629773e-21
2.749157673714536787e-01 1.196788122356135756e-21
2.754040724644758464e-01 -1.492741161735305438e-21
2.758923775574979587e-01 8.322495511048544701e-22
2.763806826505200709e-01 -7.195207400748590164e-22
2.768689877435421831e-01 -1.298003790262677790e-21
2.773572928365642953e-01 9.483478122817773253e-22
2.778455979295864076e-01 -1.785939408554857483e-22
