# time, data
6.738281250000000000e-02 -1.246724922451579173e-21
6.787109375000000000e-02 -8.840151828577889688e-22
6.835937500000000000e-02 1.587037319633610498e-21
6.884765625000000000e-02 7.122419323634622230e-22
6.933593750000000000e-02 -6.619130714409426466e-23
6.982421875000000000e-02 1.096785103634751182e-22
7.031250000000000000e-02 -4.985914607767469744e-22
7.080078125000000000e-02 7.730368716793205887e-22
7.128906250000000000e-02 -5.376556988718455390e-22
7.177734375000000000e-02 -1.478666542429387911e-22
7.226562500000000000e-02 3.400387840111627810e-21
7.275390625000000000e-02 7.357889904151954137e-22
7.324218750000000000e-02 -2.567873602871078373e-21
7.373046875000000000e-02 1.241629867898630331e-21
7.421875000000000000e-02 3.176047403681094025e-22
7.470703125000000000e-02 -6.178637896102896586e-22
7.519531250000000000e-02 -9.904629665953826048e-22
7.568359375000000000e-02 3.405032880503089046e-22
7.617187500000000000e-02 1.098150644939626876e-21
7.666015625000000000e-02 -7.785114465705077430e-22
7.714843750000000000e-02 -2.697668919434148199e-22
7.763671875000000000e-02 -1.884109324900411599e-21
7.812500000000000000e-02 1.145967182644246948e-21
7.861328125000000000e-02 1.048933318157395067e-21
7.910156250000000000e-02 -2.930844180814092681e-22
7.958984375000000000e-02 1.151920311420203321e-21
8.007812500000000000e-02 -1.796448439025013617e-21
8.056640625000000000e-02 -4.956852914585169580e-22
8.105468750000000000e-02 -1.191114882911987305e-22
8.154296875000000000e-02 -6.793823559201083521e-23
8.203125000000000000e-02 -1.934949367420096000e-21
8.251953125000000000e-02 4.786394778778565760e-22
8.300781250000000000e-02 8.399314535358250147e-22
8.349609375000000000e-02 1.462451729462476205e-21
8.398437500000000000e-02 2.876554946652487738e-22
8.447265625000000000e-02 8.029462876490469671e-22
8.496093750000000000e-02 -2.355681903961999673e-21
8.544921875000000000e-02 -8.543879934785401900e-22
8.593750000000000000e-02 -3.821195572880135730e-22
8.642578125000000000e-02 -2.209176501656107760e-22
8.691406250000000000e-02 -4.181856884679901474e-22
8.740234375000000000e-02 3.779153566933787574e-22
8.789062500000000000e-02 1.370889013086215284e-21
8.837890625000000000e-02 9.137048091414207253e-22
8.886718750000000000e-02 -1.153816745876987169e-21
8.935546875000000000e-02 6.832592627115984742e-23
8.984375000000000000e-02 5.063130695121269132e-22
9.033203125000000000e-02 -2.025034847643801322e-21
9.082031250000000000e-02 -1.591861073234259542e-21
9.130859375000000000e-02 -1.321226416390632567e-21
9.179687500000000000e-02 2.477495689404555693e-21
9.228515625000000000e-02 -1.872954001389516458e-21
9.277343750000000000e-02 7.564953403670441613e-22
9.326171875000000000e-02 9.601220662574220010e-22
9.375000000000000000e-02 1.106705536965821847e-21
9.423828125000000000e-02 3.224504698514450077e-22
9.472656250000000000e-02 1.419252552449862933e-22
9.521484375000000000e-02 8.247390056703960245e-22
9.570312500000000000e-02 9.997650808476327410e-22
9.619140625000000000e-02 -3.543989434593601408e-22
9.667968750000000000e-02 3.893449766110974422e-22
9.716796875000000000e-02 -2.893332975923879332e-22
9.765625000000000000e-02 2.040332456881647808e-21
9.814453125000000000e-02 -7.883112940224283739e-22
9.863281250000000000e-02 -1.186049341025146176e-21
9.912109375000000000e-02 -8.819655809843156111e-22
9.960937500000000000e-02 -1.078487362610959492e-21
1.000976562500000000e-01 -6.811720014096357954e-24
1.005859375000000000e-01 -2.757017827402507476e-22
1.010742187500000000e-01 -5.680758526496280243e-22
1.015625000000000000e-01 -1.479646328625898268e-21
1.020507812500000000e-01 -6.305309827714819332e-22
1.025390625000000000e-01 2.821153249896803471e-22
1.030273437500000000e-01 3.219085545278231150e-22
1.035156250000000000e-01 -2.794259845525320085e-23
1.040039062500000000e-01 -1.484859888056495458e-22
1.044921875000000000e-01 -5.579438344755971703e-22
1.049804687500000000e-01 -1.406903951664078522e-21
1.054687500000000000e-01 1.430679457194565771e-21
1.059570312500000000e-01 -2.323738317671380492e-22
1.064453125000000000e-01 1.289045485770559474e-22
1.069335937500000000e-01 8.008415246551534228e-22
1.074218750000000000e-01 7.229452767918320152e-23
1.079101562500000000e-01 -7.862255888233222591e-22
1.083984375000000000e-01 -1.487842833950709143e-21
1.088867187500000000e-01 1.611658259620646269e-21
1.093750000000000000e-01 8.949550869156566679e-22
1.098632812500000000e-01 -8.366851326027395013e-22
1.103515625000000000e-01 1.903351123511234046e-21
1.108398437500000000e-01 7.501442219267135720e-22
1.113281250000000000e-01 -1.295376541427246002e-21
1.118164062500000000e-01 -1.955172515503816227e-22
1.123046875000000000e-01 7.730460096448582108e-22
1.127929687500000000e-01 -2.467622500747411888e-22
1.132812500000000000e-01 -2.102763671861663895e-22
1.137695312500000000e-01 -4.311144835979250300e-22
1.142578125000000000e-01 6.043992577800841676e-22
1.147460937500000000e-01 2.052565516591062879e-21
1.152343750000000000e-01 5.388357742276902413e-22
1.157226562500000000e-01 -8.834273597175644558e-23
1.162109375000000000e-01 2.779466151028795026e-21
1.166992187500000000e-01 1.459922860798413009e-21
1.171875000000000000e-01 -8.205921207439977927e-22
1.176757812500000000e-01 5.458532184551354146e-22
1.181640625000000000e-01 1.554815851987437910e-21
1.186523437500000000e-01 -1.693258913851341170e-21
1.191406250000000000e-01 -2.168085809098896845e-22
1.196289062500000000e-01 -1.101903880273171762e-21
1.201171875000000000e-01 -2.036812307512185063e-21
1.206054687500000000e-01 3.086124186272714860e-23
1.210937500000000000e-01 -1.879395192564876639e-21
1.215820312500000000e-01 1.872384162682362442e-21
1.220703125000000000e-01 1.397802979497605867e-21
1.225585937500000000e-01 1.688763577700394365e-21
1.230468750000000000e-01 1.004428306233296553e-21
1.235351562500000000e-01 5.653447930672434402e-22
1.240234375000000000e-01 1.701474860541363240e-21
1.245117187500000000e-01 -8.455756824869953744e-22
1.250000000000000000e-01 -2.200811557106692652e-21
1.254882812500000000e-01 -1.213302678470509282e-21
1.259765625000000000e-01 -3.470880544286348223e-24
1.264648437500000000e-01 2.298196449921282787e-21
1.269531250000000000e-01 -1.631273539345852830e-22
1.274414062500000000e-01 -2.650064976320035628e-21
1.279296875000000000e-01 1.211412000231711607e-22
1.284179687500000000e-01 -7.486284114440479618e-22
1.289062500000000000e-01 -8.179543314207497277e-22
1.293945312500000000e-01 7.694932260109857435e-22
1.298828125000000000e-01 -5.205270718178082678e-22
1.303710937500000000e-01 1.106986401116236933e-23
1.308593750000000000e-01 -1.969623508744029458e-22
1.313476562500000000e-01 1.348910659911750024e-21
1.318359375000000000e-01 -1.217450110276767519e-21
1.323242187500000000e-01 -1.469864024355249075e-21
1.328125000000000000e-01 -9.883524128075795253e-22
1.333007812500000000e-01 -1.939030463079060197e-21
1.337890625000000000e-01 -8.579141845586048532e-22
1.342773437500000000e-01 9.464075957569411603e-22
1.347656250000000000e-01 -1.200246887557134558e-21
1.352539062500000000e-01 -8.051999368709446183e-22
1.357421875000000000e-01 -1.303176212917260523e-21
1.362304687500000000e-01 1.095289280938651204e-21
1.367187500000000000e-01 2.308731550624583001e-21
1.372070312500000000e-01 -8.368791748997601438e-22
1.376953125000000000e-01 7.159221011097439714e-22
1.381835937500000000e-01 5.166949529702178218e-22
1.386718750000000000e-01 -1.671806346654762310e-21
1.391601562500000000e-01 4.371143974573340378e-22
1.396484375000000000e-01 -1.857506262725959853e-21
1.401367187500000000e-01 -1.378603722999780076e-21
1.406250000000000000e-01 4.442506990453845728e-22
1.411132812500000000e-01 -5.578543251338281778e-22
1.416015625000000000e-01 1.521939775688375464e-21
1.420898437500000000e-01 8.159353678474632213e-22
1.425781250000000000e-01 -3.435005237044909095e-22
1.430664062500000000e-01 8.797924730531720580e-22
1.435546875000000000e-01 1.169720237923811008e-21
1.440429687500000000e-01 1.981613337440257888e-22
1.445312500000000000e-01 -3.817990830378165030e-22
1.450195312500000000e-01 -7.462633935952912969e-22
1.455078125000000000e-01 -1.581255473707309316e-21
1.459960937500000000e-01 -1.460068942045187073e-21
1.464843750000000000e-01 -1.170917187910236771e-21
1.469726562500000000e-01 2.422031161247133752e-22
1.474609375000000000e-01 1.296148222806300199e-21
1.479492187500000000e-01 -6.262408978773397554e-22
1.484375000000000000e-01 6.596653123971904462e-22
1.489257812500000000e-01 1.355786018416397620e-21
1.494140625000000000e-01 2.103541263554442797e-21
1.499023437500000000e-01 1.765095776818495165e-21
1.503906250000000000e-01 9.632033889670299723e-22
1.508789062500000000e-01 -7.182501817045231820e-22
1.513671875000000000e-01 2.652370237710934891e-22
1.518554687500000000e-01 -1.342226838414453007e-22
1.523437500000000000e-01 6.286818646236402082e-24
1.528320312500000000e-01 1.051634880060287618e-21
1.533203125000000000e-01 -3.966745872296677141e-24
1.538085937500000000e-01 -3.552108654779245638e-23
1.542968750000000000e-01 5.957242222944016854e-22
1.547851562500000000e-01 -1.202649696182345801e-21
1.552734375000000000e-01 4.158565856039092753e-22
1.557617187500000000e-01 -1.063497653587688364e-21
1.562500000000000000e-01 2.405864116955259859e-21
1.567382812500000000e-01 2.604394026876296560e-21
1.572265625000000000e-01 -4.155812291594539500e-22
1.577148437500000000e-01 2.841694339010004832e-21
1.582031250000000000e-01 -3.253025365550239939e-22
1.586914062500000000e-01 -6.457030378499505921e-22
1.591796875000000000e-01 -4.455467629886145458e-23
1.596679687500000000e-01 2.370636722115744416e-21
1.601562500000000000e-01 -5.815695100268385375e-22
1.606445312500000000e-01 4.229552980039586704e-22
1.611328125000000000e-01 5.573570423811913362e-22
1.616210937500000000e-01 1.081781926951284377e-22
1.621093750000000000e-01 1.220353803987382487e-21
1.625976562500000000e-01 2.853257958726588917e-21
1.630859375000000000e-01 -5.953840631563760424e-22
1.635742187500000000e-01 2.406763599220888399e-21
1.640625000000000000e-01 5.637966663798827247e-22
1.645507812500000000e-01 -3.888286707418952924e-22
1.650390625000000000e-01 -5.462134741641818559e-22
1.655273437500000000e-01 -1.338916079148155292e-21
1.660156250000000000e-01 1.369751931694838000e-21
1.665039062500000000e-01 -1.824033493419289019e-23
1.669921875000000000e-01 1.276398592344836399e-21
1.674804687500000000e-01 7.871897700191361863e-22
1.679687500000000000e-01 1.385117963858191366e-21
1.684570312500000000e-01 -1.103307633684397067e-21
1.689453125000000000e-01 -1.889387251927854902e-21
1.694335937500000000e-01 -8.888965152302543973e-22
1.699218750000000000e-01 -1.125012926346707547e-21
1.704101562500000000e-01 -5.890841896284897453e-22
1.708984375000000000e-01 6.084964345537166876e-23
1.713867187500000000e-01 -1.944222800572809305e-21
1.718750000000000000e-01 -7.931967823683080834e-22
1.723632812500000000e-01 -1.624418985023481246e-21
1.728515625000000000e-01 1.188698149734938214e-21
1.733398437500000000e-01 1.436833869442130798e-21
1.738281250000000000e-01 -4.321253049117893158e-22
1.743164062500000000e-01 -3.504165810219444433e-21
1.748046875000000000e-01 -9.034561837433191067e-22
1.752929687500000000e-01 -9.333898952881873403e-22
1.757812500000000000e-01 1.294936015989767366e-21
1.762695312500000000e-01 -1.817059001087891659e-21
1.767578125000000000e-01 5.916846204442365808e-22
1.772460937500000000e-01 1.729267425390332717e-21
1.777343750000000000e-01 -8.142781151849402498e-22
1.782226562500000000e-01 -2.045164893760226298e-21
1.787109375000000000e-01 5.433023041576250555e-23
1.791992187500000000e-01 -8.662508586211707053e-22
1.796875000000000000e-01 2.038716959703439513e-21
1.801757812500000000e-01 -1.315731179124595712e-21
1.806640625000000000e-01 2.841167444400620452e-22
1.811523437500000000e-01 -7.049333632784280088e-22
1.816406250000000000e-01 1.728831477082324565e-21
1.821289062500000000e-01 -2.592036717941559181e-22
1.826171875000000000e-01 1.281430066771042033e-22
1.831054687500000000e-01 -1.080853340295432205e-21
1.835937500000000000e-01 4.147613512209878501e-22
1.840820312500000000e-01 -5.349942169655488050e-22
1.845703125000000000e-01 -1.245105614332968393e-21
1.850585937500000000e-01 2.939612925835301230e-22
1.855468750000000000e-01 1.396348943530832572e-21
1.860351562500000000e-01 -6.934103953859023066e-22
1.865234375000000000e-01 8.916273610531286483e-22
1.870117187500000000e-01 -9.829242977625491399e-23
1.875000000000000000e-01 6.463431648710899785e-22
1.879882812500000000e-01 -1.069167857169997520e-21
1.884765625000000000e-01 -9.328838742887757111e-22
1.889648437500000000e-01 1.366019245389395791e-21
1.894531250000000000e-01 2.854200628583020945e-21
1.899414062500000000e-01 -1.803285200846006725e-21
1.904296875000000000e-01 -5.787596413177948375e-23
1.909179687500000000e-01 2.074119770409867097e-22
1.914062500000000000e-01 -6.523255107029052058e-22
1.918945312500000000e-01 2.720687088675340564e-22
1.923828125000000000e-01 2.643637151904440395e-22
1.928710937500000000e-01 1.419101756358728930e-21
1.933593750000000000e-01 4.782979206545889829e-23
1.938476562500000000e-01 7.416761295823434966e-22
1.943359375000000000e-01 9.587173100417517656e-22
1.948242187500000000e-01 1.013494356928948402e-21
1.953125000000000000e-01 -5.546525891864540543e-22
1.958007812500000000e-01 -4.822211148997331099e-22
1.962890625000000000e-01 -1.371902942299925646e-21
1.967773437500000000e-01 3.362302232369091228e-22
1.972656250000000000e-01 2.027936782392558936e-22
1.977539062500000000e-01 6.366874153122465771e-22
1.982421875000000000e-01 2.775599549857486907e-21
1.987304687500000000e-01 4.711660019742000328e-22
1.992187500000000000e-01 -3.406678552168068000e-22
1.997070312500000000e-01 1.524707594627597771e-21
2.001953125000000000e-01 5.017576991947512304e-22
2.006835937500000000e-01 -2.193475415120953971e-21
2.011718750000000000e-01 -1.703110626761551870e-21
2.016601562500000000e-01 -6.894324002119155381e-22
2.021484375000000000e-01 -5.331020402246518828e-22
2.026367187500000000e-01 2.567365866691098132e-22
2.031250000000000000e-01 1.871718946681630952e-22
2.036132812500000000e-01 1.453324214334227331e-21
2.041015625000000000e-01 -1.520671832835243995e-21
2.045898437500000000e-01 -1.877749879969625387e-21
2.050781250000000000e-01 -3.843777034153541428e-22
2.055664062500000000e-01 -1.786354215199344881e-21
2.060546875000000000e-01 1.840930730716880326e-21
2.065429687500000000e-01 -1.114438648581256495e-22
2.070312500000000000e-01 -5.261058804004562578e-22
2.075195312500000000e-01 1.735882721067866238e-21
2.080078125000000000e-01 -8.580242159511257687e-22
2.084960937500000000e-01 -6.489813386743246376e-22
2.089843750000000000e-01 3.144328753900221949e-21
2.094726562500000000e-01 -2.657516894117457109e-21
2.099609375000000000e-01 1.426578033784867740e-21
2.104492187500000000e-01 2.405975887548448817e-22
2.109375000000000000e-01 -6.502047461354476657e-22
2.114257812500000000e-01 -4.480431740137038537e-22
2.119140625000000000e-01 -7.340948467169096733e-22
2.124023437500000000e-01 -1.513188694609019407e-21
2.128906250000000000e-01 1.639422209531858931e-21
2.133789062500000000e-01 1.158730765186288324e-21
2.138671875000000000e-01 5.446307115261945410e-22
2.143554687500000000e-01 -1.677425342720020521e-21
2.148437500000000000e-01 2.205855709578405577e-21
2.153320312500000000e-01 -4.993011848645811814e-23
2.158203125000000000e-01 3.245935902344739126e-22
2.163085937500000000e-01 5.019057227695776009e-22
2.167968750000000000e-01 1.344364166842916197e-21
2.172851562500000000e-01 1.316372539628509366e-21
2.177734375000000000e-01 -1.951327983736748407e-21
2.182617187500000000e-01 1.827521893892121613e-21
2.187500000000000000e-01 -6.674619497651014498e-22
2.192382812500000000e-01 -5.933200848343659416e-22
2.197265625000000000e-01 -3.595783851586231021e-22
2.202148437500000000e-01 -1.395791491838743851e-21
2.207031250000000000e-01 -2.464340602242780739e-21
2.211914062500000000e-01 2.076124854503988157e-22
2.216796875000000000e-01 -3.415113555619223388e-22
2.221679687500000000e-01 -9.438839222755239422e-22
2.226562500000000000e-01 -1.410664448609570800e-21
2.231445312500000000e-01 -3.897937867514154200e-22
2.236328125000000000e-01 -4.650843289508901578e-22
2.241210937500000000e-01 -7.070647843718439759e-22
2.246093750000000000e-01 7.144992503051944992e-22
2.250976562500000000e-01 -1.286973487829891125e-21
2.255859375000000000e-01 -1.486031778669018003e-22
2.260742187500000000e-01 3.839732039528711269e-22
2.265625000000000000e-01 2.756511833666880156e-21
2.270507812500000000e-01 1.936199255422165910e-21
2.275390625000000000e-01 -9.374498378560855861e-22
2.280273437500000000e-01 1.232693391037923025e-23
2.285156250000000000e-01 1.522039511743368584e-21
2.290039062500000000e-01 1.632206009616511722e-21
2.294921875000000000e-01 -2.389843577058823789e-21
2.299804687500000000e-01 -1.813573675615922260e-21
2.304687500000000000e-01 -1.518501654789505805e-21
2.309570312500000000e-01 -7.080418986209211612e-22
2.314453125000000000e-01 1.554815129592349712e-21
2.319335937500000000e-01 -1.072954981329713571e-21
2.324218750000000000e-01 -5.273445431680201692e-22
2.329101562500000000e-01 -2.343998476969071633e-22
2.333984375000000000e-01 -6.621768927150649172e-22
2.338867187500000000e-01 5.816913200259008236e-22
2.343750000000000000e-01 -1.284450858812006990e-21
2.348632812500000000e-01 -3.364859074830643483e-21
2.353515625000000000e-01 1.058810607229934055e-21
2.358398437500000000e-01 1.106850398456328633e-21
2.363281250000000000e-01 -8.981878025753523096e-22
2.368164062500000000e-01 -1.402614574383385265e-22
2.373046875000000000e-01 -5.925645763783498130e-22
2.377929687500000000e-01 1.998669749261484964e-21
2.382812500000000000e-01 1.061882373523968499e-22
2.387695312500000000e-01 -2.387201728111638946e-21
2.392578125000000000e-01 -1.655902174052460127e-21
2.397460937500000000e-01 -8.774506692124181390e-22
2.402343750000000000e-01 -8.867034996008505287e-22
2.407226562500000000e-01 1.008076334874510850e-21
2.412109375000000000e-01 7.559491068649684864e-22
2.416992187500000000e-01 -8.239850742072961954e-22
2.421875000000000000e-01 -1.540318231860669637e-21
2.426757812500000000e-01 -4.122244673860226081e-22
2.431640625000000000e-01 1.368509230337536363e-21
2.436523437500000000e-01 9.083906002365038581e-22
2.441406250000000000e-01 -6.402851410787429696e-22
2.446289062500000000e-01 3.951944844315417001e-22
2.451171875000000000e-01 1.112941459305188335e-21
2.456054687500000000e-01 -9.920445049967163620e-22
2.460937500000000000e-01 -2.846438969774034041e-22
2.465820312500000000e-01 1.428003529120383229e-21
2.470703125000000000e-01 1.321418329671417866e-21
2.475585937500000000e-01 1.406058759643216558e-22
2.480468750000000000e-01 9.016515383653822651e-22
2.485351562500000000e-01 -7.170851474984526530e-22
2.490234375000000000e-01 9.927725431139966494e-22
2.495117187500000000e-01 -7.005988883323483659e-22
2.500000000000000000e-01 1.073760012273482735e-22
2.504882812500000000e-01 -7.593879002255016706e-22
2.509765625000000000e-01 -1.167940445051774776e-21
2.514648437500000000e-01 1.729648203951418278e-22
2.519531250000000000e-01 -5.654476218131570885e-22
2.524414062500000000e-01 -1.305993145301277115e-21
2.529296875000000000e-01 -1.345255879691780270e-21
2.534179687500000000e-01 -5.017777209490866555e-22
2.539062500000000000e-01 5.897235646347258045e-22
2.543945312500000000e-01 1.346481845878975244e-21
2.548828125000000000e-01 -2.667008322118603859e-22
2.553710937500000000e-01 5.508692266495542024e-22
2.558593750000000000e-01 2.155506137915246450e-21
2.563476562500000000e-01 1.109646347549218386e-21
2.568359375000000000e-01 2.597806345211517355e-21
2.573242187500000000e-01 -5.641801052865158247e-22
2.578125000000000000e-01 1.195394405141662666e-21
2.583007812500000000e-01 2.494327590646313131e-22
2.587890625000000000e-01 -9.223235704207197273e-22
2.592773437500000000e-01 -1.183087228280834775e-21
2.597656250000000000e-01 -6.306557089946370139e-22
2.602539062500000000e-01 -6.922652853342810007e-22
2.607421875000000000e-01 3.826492997790757509e-22
2.612304687500000000e-01 1.381909955010351049e-22
2.617187500000000000e-01 -1.573998130284313647e-22
2.622070312500000000e-01 1.885148707023875949e-22
2.626953125000000000e-01 1.072476041667757518e-21
2.631835937500000000e-01 -9.636410982699025657e-22
2.636718750000000000e-01 -9.185491656799847417e-22
2.641601562500000000e-01 -2.529953742003384190e-21
2.646484375000000000e-01 1.389732897712297723e-21
2.651367187500000000e-01 -2.003609609899677154e-21
2.656250000000000000e-01 -1.740620032394857293e-21
2.661132812500000000e-01 1.316163878143567147e-21
2.666015625000000000e-01 -3.351181953068519364e-21
2.670898437500000000e-01 -1.597288150079129335e-21
2.675781250000000000e-01 -1.030668084234724165e-21
2.680664062500000000e-01 -2.869023803915510128e-21
2.685546875000000000e-01 -1.939896124199849498e-22
2.690429687500000000e-01 -2.248006579165033275e-21
2.695312500000000000e-01 8.815669012630546847e-22
2.700195312500000000e-01 -5.908620649493298450e-22
2.705078125000000000e-01 -2.133458550060241561e-21
2.709960937500000000e-01 1.986614325368257748e-21
2.714843750000000000e-01 -8.157104498296891462e-22
2.719726562500000000e-01 2.154819376189333921e-21
2.724609375000000000e-01 2.332912974189521152e-22
2.729492187500000000e-01 2.238308051807567055e-21
2.734375000000000000e-01 1.671730091842539551e-22
2.739257812500000000e-01 -1.167309716298590164e-21
2.744140625000000000e-01 -1.207652898222263270e-21
2.749023437500000000e-01 1.201597419241992690e-21
2.753906250000000000e-01 -1.487344697101446873e-21
2.758789062500000000e-01 8.381876763255441843e-22
2.763671875000000000e-01 -7.130911056015788867e-22
2.768554687500000000e-01 -1.291137010294739404e-21
2.773437500000000000e-01 9.555938420657984828e-22
2.778320312500000000e-01 -1.710298361288126623e-22
