# times, noise
4.394531250000000000e-02 -3.126019287890828290e-23
4.492187500000000000e-02 -3.219012843953419254e-22
4.589843750000000000e-02 1.998649070616660271e-22
4.687500000000000000e-02 1.683742584404116114e-22
4.785156250000000000e-02 2.042355201385960209e-22
4.882812500000000000e-02 8.609927758300213417e-23
4.980468750000000000e-02 1.562399706959399755e-23
5.078125000000000000e-02 2.256279722763670037e-22
5.175781250000000000e-02 2.584483606787702300e-22
5.273437500000000000e-02 -2.935910144158803642e-22
5.371093750000000000e-02 4.703836747234821723e-22
5.468750000000000000e-02 -7.333827395080914265e-24
5.566406250000000000e-02 3.713251154444489396e-22
5.664062500000000000e-02 1.773869349637596345e-22
5.761718750000000000e-02 -1.392847310350826167e-22
5.859375000000000000e-02 2.229273567222680667e-22
5.957031250000000000e-02 2.453939478722182233e-22
6.054687500000000000e-02 3.402930437075358974e-23
6.152343750000000000e-02 4.524688434854603030e-23
6.250000000000000000e-02 -3.563830062120075357e-22
6.347656250000000000e-02 -2.895637538474915196e-22
6.445312500000000000e-02 -2.807416234393623109e-22
6.542968750000000000e-02 -8.465610679973159197e-22
6.640625000000000000e-02 -1.938569631623007647e-22
6.738281250000000000e-02 3.365375117912606173e-23
6.835937500000000000e-02 1.779278055273787069e-22
6.933593750000000000e-02 -3.599780425432279927e-22
7.031250000000000000e-02 7.217396685668271703e-23
7.128906250000000000e-02 -1.622904385662037065e-22
7.226562500000000000e-02 1.248341679303507523e-22
7.324218750000000000e-02 -3.066425801059762393e-22
7.421875000000000000e-02 -3.723237468625904777e-22
7.519531250000000000e-02 -5.859422881950375572e-23
7.617187500000000000e-02 3.499600221776975975e-22
7.714843750000000000e-02 -1.469015723231367555e-23
7.812500000000000000e-02 -3.385935413798032198e-23
7.910156250000000000e-02 -9.740156048172380626e-24
8.007812500000000000e-02 1.141200148769135361e-22
8.105468750000000000e-02 -2.558127923582706019e-23
8.203125000000000000e-02 -7.475756127641066886e-23
8.300781250000000000e-02 -2.928350215963444111e-22
8.398437500000000000e-02 1.665439240994045940e-22
8.496093750000000000e-02 4.315735580655655796e-22
8.593750000000000000e-02 4.324366448854050248e-23
8.691406250000000000e-02 1.324891614413131806e-22
8.789062500000000000e-02 -8.445711938803953844e-23
8.886718750000000000e-02 -3.773496099585709064e-22
8.984375000000000000e-02 -6.014384137889584068e-23
9.082031250000000000e-02 -1.506475657410040410e-22
9.179687500000000000e-02 -1.908729681697081358e-22
9.277343750000000000e-02 -4.193722070475128295e-22
9.375000000000000000e-02 -1.583890139817967788e-22
9.472656250000000000e-02 4.906271227257192501e-22
9.570312500000000000e-02 1.258781063837854299e-22
9.667968750000000000e-02 -1.996450787058701654e-24
9.765625000000000000e-02 1.069109858715867543e-22
9.863281250000000000e-02 5.515422080227089005e-25
9.960937500000000000e-02 1.443322228852901782e-22
1.005859375000000000e-01 -1.824375150055454218e-22
1.015625000000000000e-01 6.266080842610700364e-23
1.025390625000000000e-01 5.467970007320947637e-22
1.035156250000000000e-01 -3.472559816467987819e-22
1.044921875000000000e-01 2.236179409959557323e-22
1.054687500000000000e-01 -5.928217329291376332e-24
1.064453125000000000e-01 3.660478268984345687e-22
1.074218750000000000e-01 -9.242223675381288284e-23
1.083984375000000000e-01 1.104086873051420630e-22
1.093750000000000000e-01 9.478648612771844636e-23
1.103515625000000000e-01 2.527192258818546725e-22
1.113281250000000000e-01 2.015819025910707120e-23
1.123046875000000000e-01 1.224824537306478387e-22
1.132812500000000000e-01 -1.362659218547944365e-22
1.142578125000000000e-01 -3.086529642231069164e-22
1.152343750000000000e-01 3.751996377174346030e-22
1.162109375000000000e-01 5.341450083205109629e-23
1.171875000000000000e-01 -3.559690629882426470e-22
1.181640625000000000e-01 1.053667872234353539e-22
1.191406250000000000e-01 5.036322295878009392e-23
1.201171875000000000e-01 3.852448598648122445e-23
1.210937500000000000e-01 3.644202737415948761e-22
1.220703125000000000e-01 -2.150910155275128499e-22
1.230468750000000000e-01 -2.273613601446789116e-22
1.240234375000000000e-01 -9.014055558489288053e-23
1.250000000000000000e-01 4.961025329919044455e-22
1.259765625000000000e-01 -1.089456870977642795e-22
1.269531250000000000e-01 -3.617649861304711556e-23
1.279296875000000000e-01 1.851429977619766171e-22
1.289062500000000000e-01 1.005913860384144958e-22
1.298828125000000000e-01 -2.669427095523750274e-22
1.308593750000000000e-01 1.934138262792062755e-23
1.318359375000000000e-01 2.176083516970195833e-22
1.328125000000000000e-01 -1.587109393144802555e-22
1.337890625000000000e-01 3.077291118763805249e-22
1.347656250000000000e-01 -2.083027198510043428e-22
1.357421875000000000e-01 -2.869714431736866437e-22
1.367187500000000000e-01 -1.484975771722490652e-22
1.376953125000000000e-01 -8.102866443073193597e-24
1.386718750000000000e-01 -7.926908677808290842e-23
1.396484375000000000e-01 5.356126709813368636e-23
1.406250000000000000e-01 -4.202065965644076620e-22
1.416015625000000000e-01 1.758625778015099255e-22
1.425781250000000000e-01 -3.129754935288274970e-23
1.435546875000000000e-01 1.571732519466098777e-22
1.445312500000000000e-01 2.850171839787533878e-22
1.455078125000000000e-01 -8.932962185140659128e-23
1.464843750000000000e-01 -3.237882905445344095e-22
1.474609375000000000e-01 4.152359972482735080e-23
1.484375000000000000e-01 6.268712556940565912e-24
1.494140625000000000e-01 -2.205869061316791996e-22
1.503906250000000000e-01 -1.344535787898296433e-22
1.513671875000000000e-01 -2.857805887435819690e-22
1.523437500000000000e-01 -3.745871836922180993e-22
1.533203125000000000e-01 1.599289277248988302e-22
1.542968750000000000e-01 4.391787231363848150e-22
1.552734375000000000e-01 -1.659734370357458192e-22
1.562500000000000000e-01 -6.293335383308233439e-23
1.572265625000000000e-01 2.051500722804340195e-22
1.582031250000000000e-01 -4.840866943335181334e-24
1.591796875000000000e-01 -8.591756912556564834e-23
1.601562500000000000e-01 -9.714362186238866738e-23
1.611328125000000000e-01 2.887552872194186209e-23
1.621093750000000000e-01 1.114747732833865907e-22
1.630859375000000000e-01 7.066916430944323576e-23
1.640625000000000000e-01 -3.813351546326624420e-22
1.650390625000000000e-01 -2.595668156199105529e-22
1.660156250000000000e-01 -1.258808852835630364e-22
1.669921875000000000e-01 1.431642651791035260e-22
1.679687500000000000e-01 -1.252807968266382851e-22
1.689453125000000000e-01 4.230227820587410312e-24
1.699218750000000000e-01 4.046899705421785399e-22
1.708984375000000000e-01 1.532244849003846362e-22
1.718750000000000000e-01 -1.213560031791191581e-24
1.728515625000000000e-01 5.600597812262029871e-22
1.738281250000000000e-01 6.800819853010784033e-23
1.748046875000000000e-01 2.529617385230439746e-22
1.757812500000000000e-01 -7.216427783664960426e-23
1.767578125000000000e-01 -2.922666464274794296e-22
1.777343750000000000e-01 1.953850120140736392e-22
1.787109375000000000e-01 -1.326196036168564375e-23
1.796875000000000000e-01 -6.659639495982712884e-23
1.806640625000000000e-01 -3.069463832863138063e-22
1.816406250000000000e-01 -1.391569187353966414e-22
1.826171875000000000e-01 3.057053425868654490e-22
1.835937500000000000e-01 -1.965608897420365186e-23
1.845703125000000000e-01 1.515023316640190384e-22
1.855468750000000000e-01 -3.582310186760935713e-22
1.865234375000000000e-01 5.468800667156907909e-22
1.875000000000000000e-01 1.218586629852827288e-22
1.884765625000000000e-01 -1.105717218017485879e-22
1.894531250000000000e-01 -3.115226934182963139e-22
1.904296875000000000e-01 1.451711280259570677e-22
1.914062500000000000e-01 6.459286868306044035e-23
1.923828125000000000e-01 5.336733135492872370e-23
1.933593750000000000e-01 1.006389034584111211e-22
1.943359375000000000e-01 -2.323038289261319781e-22
1.953125000000000000e-01 -2.829439817143328204e-22
1.962890625000000000e-01 1.032932059498209602e-22
1.972656250000000000e-01 -5.878451320875270724e-22
1.982421875000000000e-01 4.373583913180871063e-22
1.992187500000000000e-01 -1.769748027528471137e-22
2.001953125000000000e-01 3.296163839160331037e-22
2.011718750000000000e-01 -1.913952212455179503e-22
2.021484375000000000e-01 -2.511018209129025830e-22
2.031250000000000000e-01 2.527302749171397525e-23
2.041015625000000000e-01 7.532772702488231441e-23
2.050781250000000000e-01 2.098205461997744208e-22
2.060546875000000000e-01 -1.006660540258170501e-22
2.070312500000000000e-01 9.675357479191458160e-24
2.080078125000000000e-01 3.042960823530415957e-22
2.089843750000000000e-01 -2.465558355921324927e-22
2.099609375000000000e-01 9.471559063279277157e-23
2.109375000000000000e-01 5.431302227932921072e-23
2.119140625000000000e-01 -2.499398810974939852e-23
2.128906250000000000e-01 5.382128736458926089e-23
2.138671875000000000e-01 2.300040306860386923e-22
2.148437500000000000e-01 -2.336314917256125020e-22
2.158203125000000000e-01 -2.192434519679212064e-22
2.167968750000000000e-01 -1.582325974131910287e-22
2.177734375000000000e-01 1.432935765349144005e-22
2.187500000000000000e-01 -2.826238437136664779e-22
2.197265625000000000e-01 1.100733947759453187e-22
2.207031250000000000e-01 -2.232117221476260559e-22
2.216796875000000000e-01 -5.475826338513788592e-24
2.226562500000000000e-01 -1.918245660589627700e-22
2.236328125000000000e-01 -9.898480714866358899e-23
2.246093750000000000e-01 3.283093068869110290e-22
2.255859375000000000e-01 1.020665188326704446e-23
2.265625000000000000e-01 1.117154529224228282e-22
2.275390625000000000e-01 -5.805324703557812889e-22
2.285156250000000000e-01 4.692760471987221875e-23
2.294921875000000000e-01 1.042841004297558246e-22
2.304687500000000000e-01 2.693467199749910919e-22
2.314453125000000000e-01 -3.376380988048171973e-22
2.324218750000000000e-01 3.813268030849628919e-22
2.333984375000000000e-01 5.000755533249294155e-23
2.343750000000000000e-01 1.603268454830515939e-22
2.353515625000000000e-01 -1.018530982234813315e-22
2.363281250000000000e-01 7.379374284848025257e-23
2.373046875000000000e-01 -1.614730546590292521e-22
2.382812500000000000e-01 -1.592544838436246336e-22
2.392578125000000000e-01 3.363371046362020407e-22
2.402343750000000000e-01 -7.505942627704700777e-23
2.412109375000000000e-01 -3.539803564393416568e-22
2.421875000000000000e-01 5.911257554081370032e-24
2.431640625000000000e-01 3.904408974969024160e-22
2.441406250000000000e-01 -2.994513694591600316e-23
2.451171875000000000e-01 -1.494344291100329967e-22
2.460937500000000000e-01 1.492255163485748253e-23
2.470703125000000000e-01 -3.049947833040349229e-22
2.480468750000000000e-01 -1.468625405062305627e-22
2.490234375000000000e-01 1.261347252033184229e-22
2.500000000000000000e-01 1.409902681812122320e-22
2.509765625000000000e-01 -2.318045864366585024e-22
2.519531250000000000e-01 -3.035897878986693751e-22
2.529296875000000000e-01 1.599189491545148851e-22
2.539062500000000000e-01 -1.535003451038066311e-22
2.548828125000000000e-01 -3.335473933690100652e-23
2.558593750000000000e-01 -2.664787424910252926e-22
2.568359375000000000e-01 3.767012834334097314e-22
2.578125000000000000e-01 -3.318791984129931933e-22
2.587890625000000000e-01 6.048471652460605408e-22
2.597656250000000000e-01 -1.146688330782762838e-22
2.607421875000000000e-01 -8.742230775948928902e-23
2.617187500000000000e-01 4.532867645490365244e-22
2.626953125000000000e-01 4.458806776387105932e-24
2.636718750000000000e-01 -3.070185367986346388e-23
2.646484375000000000e-01 -6.169830378044893140e-23
2.656250000000000000e-01 -1.601766696687868214e-22
2.666015625000000000e-01 6.426825549202558306e-23
2.675781250000000000e-01 -2.636695414180422199e-22
2.685546875000000000e-01 3.367802083125388649e-22
2.695312500000000000e-01 -5.924958612814320561e-23
2.705078125000000000e-01 -2.651298903228823270e-22
2.714843750000000000e-01 1.034654065585003939e-22
2.724609375000000000e-01 2.057835127521677334e-22
2.734375000000000000e-01 -1.271809593526635192e-22
2.744140625000000000e-01 -1.655631884991799416e-22
2.753906250000000000e-01 7.382518471281845920e-23
2.763671875000000000e-01 -9.723270039878797098e-23
2.773437500000000000e-01 -6.860023242821373634e-23
2.783203125000000000e-01 -1.744691919919429807e-22
2.792968750000000000e-01 4.337013690059667201e-22
2.802734375000000000e-01 -4.686505371100761608e-22
2.812500000000000000e-01 1.481214057976300427e-22
2.822265625000000000e-01 1.608505848863450700e-22
2.832031250000000000e-01 -1.550829430174585325e-22
2.841796875000000000e-01 -2.697921531672735960e-22
2.851562500000000000e-01 -1.397216413049466288e-22
2.861328125000000000e-01 -1.236612996485129668e-22
2.871093750000000000e-01 -1.432211052226583596e-22
2.880859375000000000e-01 -5.880644556945304176e-22
2.890625000000000000e-01 6.642187215783736238e-23
2.900390625000000000e-01 -1.213861913656319982e-22
2.910156250000000000e-01 -9.327576807759831277e-23
2.919921875000000000e-01 -1.332595381218002396e-22
2.929687500000000000e-01 1.405838265337537556e-22
2.939453125000000000e-01 3.832965835484184958e-22
2.949218750000000000e-01 1.024735343184704104e-22
2.958984375000000000e-01 -6.409550637395065851e-23
2.968750000000000000e-01 -1.327457314007140002e-22
2.978515625000000000e-01 1.990407279220936705e-22
2.988281250000000000e-01 -4.590782969984272960e-23
2.998046875000000000e-01 9.962884933094038902e-23
3.007812500000000000e-01 -2.300633533911771168e-22
3.017578125000000000e-01 2.668107569334862785e-22
3.027343750000000000e-01 -4.344446490911901453e-22
3.037109375000000000e-01 -1.252124751326638405e-22
3.046875000000000000e-01 -3.143748305678234722e-22
3.056640625000000000e-01 4.648375793741118924e-22
3.066406250000000000e-01 1.427905754582344794e-22
3.076171875000000000e-01 -2.755524801723362718e-22
3.085937500000000000e-01 2.459885403152427700e-22
3.095703125000000000e-01 1.196224325088156958e-23
3.105468750000000000e-01 -2.004713304330122149e-23
3.115234375000000000e-01 -8.006384210615650966e-23
3.125000000000000000e-01 -2.666588416071974301e-22
3.134765625000000000e-01 -2.534321720699194294e-22
3.144531250000000000e-01 1.160505979179469931e-22
3.154296875000000000e-01 -9.041623762602332749e-23
3.164062500000000000e-01 -7.317855544676765762e-22
3.173828125000000000e-01 -1.936971949762408872e-23
3.183593750000000000e-01 -3.577390236741604565e-22
3.193359375000000000e-01 -4.621946108214970073e-24
3.203125000000000000e-01 -1.331755909827757688e-22
3.212890625000000000e-01 -6.799613617672520482e-23
3.222656250000000000e-01 7.998282760726042924e-23
3.232421875000000000e-01 2.478044483370985146e-22
3.242187500000000000e-01 1.490857186837615538e-22
3.251953125000000000e-01 1.827040361251356578e-22
3.261718750000000000e-01 3.332253906575041057e-22
3.271484375000000000e-01 -3.672920091923054908e-22
3.281250000000000000e-01 -7.561587888034421593e-23
3.291015625000000000e-01 -2.026435166998299733e-22
3.300781250000000000e-01 5.382780493011323436e-23
3.310546875000000000e-01 -3.322548776370006300e-23
3.320312500000000000e-01 -2.732146531538250005e-22
3.330078125000000000e-01 1.540813523253260915e-22
3.339843750000000000e-01 3.140854104535075929e-22
3.349609375000000000e-01 -1.725380124901293177e-22
3.359375000000000000e-01 5.014138351334681654e-23
3.369140625000000000e-01 -3.020744430444958954e-22
3.378906250000000000e-01 1.177997483886065866e-22
3.388671875000000000e-01 1.030833280797476712e-22
3.398437500000000000e-01 -4.291468455493739087e-23
3.408203125000000000e-01 -1.236189594918966603e-22
3.417968750000000000e-01 -1.727760492272791435e-22
3.427734375000000000e-01 -3.996145509317134273e-23
3.437500000000000000e-01 3.364308939030300780e-23
3.447265625000000000e-01 -2.012927035257281563e-22
3.457031250000000000e-01 1.524064601149944890e-22
3.466796875000000000e-01 1.414953049168131719e-22
3.476562500000000000e-01 -8.735562790271054558e-23
3.486328125000000000e-01 4.250498133067618850e-23
3.496093750000000000e-01 2.056118883296023382e-22
3.505859375000000000e-01 -2.344079563067841867e-22
3.515625000000000000e-01 1.392287048339401358e-22
3.525390625000000000e-01 -1.321049858781475538e-22
3.535156250000000000e-01 -2.521625608836698127e-22
3.544921875000000000e-01 3.659276030261245202e-22
3.554687500000000000e-01 -3.551959891652670580e-22
3.564453125000000000e-01 1.762012256786265144e-22
3.574218750000000000e-01 1.666643233489841614e-22
3.583984375000000000e-01 9.431812624754252983e-23
3.593750000000000000e-01 -9.070901407356081436e-23
3.603515625000000000e-01 -1.189553204789174821e-22
3.613281250000000000e-01 -3.121748833020781295e-22
3.623046875000000000e-01 6.494236139169837995e-23
3.632812500000000000e-01 -3.723971493846946787e-22
3.642578125000000000e-01 -2.839819291751017110e-22
3.652343750000000000e-01 -3.219804009863600168e-22
3.662109375000000000e-01 -3.791188975973361634e-23
3.671875000000000000e-01 1.161916898389168356e-22
3.681640625000000000e-01 3.826829478074881202e-22
3.691406250000000000e-01 2.138511375880334567e-22
3.701171875000000000e-01 -4.029679030688091505e-23
3.710937500000000000e-01 2.039622006879416734e-22
3.720703125000000000e-01 2.160032805356210986e-22
3.730468750000000000e-01 2.561882114170620003e-22
3.740234375000000000e-01 -7.594993944073207564e-23
3.750000000000000000e-01 -2.921649987536090864e-22
3.759765625000000000e-01 -1.844775852648957545e-22
3.769531250000000000e-01 -1.733358989270805986e-22
3.779296875000000000e-01 4.953745611062638987e-22
3.789062500000000000e-01 -2.180907127209630784e-23
3.798828125000000000e-01 -2.703253911262039528e-22
3.808593750000000000e-01 1.398729561779500459e-22
3.818359375000000000e-01 1.150722525646891750e-22
3.828125000000000000e-01 -5.571247963992483409e-23
3.837890625000000000e-01 2.144501464365697388e-22
3.847656250000000000e-01 4.294885399804465445e-23
3.857421875000000000e-01 2.782427494315502845e-22
3.867187500000000000e-01 3.623115507419195891e-22
3.876953125000000000e-01 2.606502461924551059e-22
3.886718750000000000e-01 2.063852384663122261e-22
3.896484375000000000e-01 1.984689472456624234e-22
3.906250000000000000e-01 -3.006953723942858966e-22
3.916015625000000000e-01 -2.123962449281748809e-23
3.925781250000000000e-01 -4.346715230449025015e-22
3.935546875000000000e-01 1.971948497669166379e-22
3.945312500000000000e-01 6.794456875261517740e-23
3.955078125000000000e-01 6.293402935641581764e-24
3.964843750000000000e-01 -2.142597191790237859e-22
3.974609375000000000e-01 -1.117844125520489500e-22
3.984375000000000000e-01 7.769813727553493278e-23
3.994140625000000000e-01 -2.476258334698610078e-22
4.003906250000000000e-01 -1.087640785855158436e-22
4.013671875000000000e-01 -3.612001449011051415e-24
4.023437500000000000e-01 -2.943521254972882310e-23
4.033203125000000000e-01 3.963917397058116150e-23
4.042968750000000000e-01 -1.042908708873156407e-22
4.052734375000000000e-01 -2.437227407869934512e-22
4.062500000000000000e-01 -1.014874528111660219e-22
4.072265625000000000e-01 -2.019798020907518064e-23
4.082031250000000000e-01 1.715416226749956993e-22
4.091796875000000000e-01 -1.697383569507130157e-22
4.101562500000000000e-01 -3.130997039326074738e-22
4.111328125000000000e-01 -3.665790459114888155e-22
4.121093750000000000e-01 -3.378694747233198828e-23
4.130859375000000000e-01 -1.011622005943149650e-22
4.140625000000000000e-01 4.358264611213061818e-22
4.150390625000000000e-01 2.653900507932132058e-22
4.160156250000000000e-01 -5.014581384278419896e-23
4.169921875000000000e-01 -6.457831189125414707e-22
4.179687500000000000e-01 1.604455664358891009e-22
4.189453125000000000e-01 -3.691536268078853611e-22
4.199218750000000000e-01 6.331424566911070519e-23
4.208984375000000000e-01 1.544910831001914784e-22
4.218750000000000000e-01 -3.950020717077175343e-22
4.228515625000000000e-01 3.824665326377591341e-22
4.238281250000000000e-01 -2.765478759074397411e-22
4.248046875000000000e-01 -3.838635728081462061e-22
4.257812500000000000e-01 -2.779053929043264101e-22
4.267578125000000000e-01 -9.902427806059156623e-23
4.277343750000000000e-01 -5.030149562703089912e-23
4.287109375000000000e-01 4.437680695638851761e-23
4.296875000000000000e-01 -8.074990816008488566e-23
4.306640625000000000e-01 1.915887216394474496e-25
4.316406250000000000e-01 -1.154330258717005351e-22
4.326171875000000000e-01 4.005158981500646559e-22
4.335937500000000000e-01 1.505165491887312446e-22
4.345703125000000000e-01 -6.352465091563354651e-23
4.355468750000000000e-01 -1.067218375855126706e-22
4.365234375000000000e-01 -4.802082994623611690e-23
4.375000000000000000e-01 2.120172410136378088e-22
4.384765625000000000e-01 1.769541019026785105e-22
4.394531250000000000e-01 1.992654733739161116e-22
4.404296875000000000e-01 -2.816807488989626336e-22
4.414062500000000000e-01 1.972224301473956197e-22
4.423828125000000000e-01 -1.257253930322957309e-22
4.433593750000000000e-01 2.061648056933991479e-22
4.443359375000000000e-01 -4.001958864851003393e-22
4.453125000000000000e-01 -2.204036779115937366e-22
4.462890625000000000e-01 1.161188674427461241e-22
4.472656250000000000e-01 4.900459786674786709e-23
4.482421875000000000e-01 2.641982204465487959e-22
4.492187500000000000e-01 -3.075297342909176993e-22
4.501953125000000000e-01 6.535094417127630378e-23
4.511718750000000000e-01 -4.574871572838733004e-23
4.521484375000000000e-01 1.540820742014819167e-22
4.531250000000000000e-01 -3.102822823303984893e-23
4.541015625000000000e-01 -2.597699089041873514e-22
4.550781250000000000e-01 1.393543349638857539e-22
4.560546875000000000e-01 -2.194507922303687185e-23
4.570312500000000000e-01 4.282970555525582297e-22
4.580078125000000000e-01 7.580221053548154976e-24
4.589843750000000000e-01 3.855083947789779129e-23
4.599609375000000000e-01 -3.002711682121037436e-22
4.609375000000000000e-01 1.854950619424393172e-22
4.619140625000000000e-01 -3.845733867403248752e-22
4.628906250000000000e-01 -1.391846934561223495e-22
4.638671875000000000e-01 1.956894720598467635e-22
4.648437500000000000e-01 -2.659077435249095783e-22
4.658203125000000000e-01 -8.730340129124945534e-24
4.667968750000000000e-01 -2.571847430231797258e-22
4.677734375000000000e-01 -1.872951486171291921e-22
4.687500000000000000e-01 -1.951709322811024933e-22
4.697265625000000000e-01 1.550481530942080029e-22
4.707031250000000000e-01 -8.876409231669140684e-24
4.716796875000000000e-01 3.094257499697242062e-22
4.726562500000000000e-01 -2.695775703543921361e-22
4.736328125000000000e-01 -1.139899572138766425e-22
4.746093750000000000e-01 1.585721537269299826e-22
4.755859375000000000e-01 8.267681995409098709e-23
4.765625000000000000e-01 1.972842401085878751e-22
4.775390625000000000e-01 5.998871580431361007e-23
4.785156250000000000e-01 1.539589366721231197e-22
4.794921875000000000e-01 -8.732226174162332716e-23
4.804687500000000000e-01 -2.590680305970435799e-22
4.814453125000000000e-01 -5.226888046074290180e-22
4.824218750000000000e-01 2.423568381430220862e-22
4.833984375000000000e-01 2.401745981619242609e-22
4.843750000000000000e-01 -5.254239996069464650e-22
4.853515625000000000e-01 -1.947030371054321051e-22
4.863281250000000000e-01 2.047161562787062365e-22
4.873046875000000000e-01 3.852262554728003396e-22
4.882812500000000000e-01 1.014267828790016301e-22
4.892578125000000000e-01 -1.119233468617424769e-22
4.902343750000000000e-01 2.841302471927003315e-24
4.912109375000000000e-01 -2.855646163359255384e-22
4.921875000000000000e-01 -1.511776826521718531e-22
4.931640625000000000e-01 -3.340146044297812583e-22
4.941406250000000000e-01 1.831088674754091987e-22
4.951171875000000000e-01 -1.752767332026901995e-22
4.960937500000000000e-01 -5.513831592778251710e-23
4.970703125000000000e-01 -3.017672746480862948e-22
4.980468750000000000e-01 7.978413615036177409e-23
4.990234375000000000e-01 -5.258367416147341562e-23
5.000000000000000000e-01 1.411091988536170435e-22
5.009765625000000000e-01 1.250836234705026354e-22
5.019531250000000000e-01 -9.166992845032423733e-23
5.029296875000000000e-01 -6.414955631291448754e-23
5.039062500000000000e-01 -1.291365228578735610e-22
5.048828125000000000e-01 -1.421604537867670349e-22
5.058593750000000000e-01 8.292873349117627683e-23
5.068359375000000000e-01 7.309560999154756450e-23
5.078125000000000000e-01 6.552599397231126045e-22
5.087890625000000000e-01 7.797859083052308499e-23
5.097656250000000000e-01 2.188604081547221639e-22
5.107421875000000000e-01 -1.420874386760654549e-22
5.117187500000000000e-01 -2.416257507057767208e-22
5.126953125000000000e-01 -1.281902493024096487e-22
5.136718750000000000e-01 -1.472574249186209942e-22
5.146484375000000000e-01 2.499223815474579895e-22
5.156250000000000000e-01 4.096455454374677435e-22
5.166015625000000000e-01 -1.626552649488442261e-22
5.175781250000000000e-01 -1.470667157296973678e-22
5.185546875000000000e-01 -2.498473741020644226e-22
5.195312500000000000e-01 -1.786678504478724835e-22
5.205078125000000000e-01 1.307242559804250937e-22
5.214843750000000000e-01 -1.035798283268278206e-23
5.224609375000000000e-01 -3.160688020194626809e-22
5.234375000000000000e-01 -7.402883270019010201e-23
5.244140625000000000e-01 2.217647891035588540e-23
5.253906250000000000e-01 -6.917287620224834594e-23
5.263671875000000000e-01 4.058700249915890464e-22
5.273437500000000000e-01 -8.299780380294284804e-23
5.283203125000000000e-01 -2.943721111789534702e-22
5.292968750000000000e-01 -1.146524941728583966e-23
5.302734375000000000e-01 4.537007171703956668e-22
5.312500000000000000e-01 1.462080649466612717e-22
5.322265625000000000e-01 -4.292501655503614198e-22
5.332031250000000000e-01 2.881664568911969831e-22
5.341796875000000000e-01 5.940418056850347991e-22
5.351562500000000000e-01 1.547497757266646351e-22
5.361328125000000000e-01 -4.116787248077176815e-22
5.371093750000000000e-01 9.700132030143434799e-24
5.380859375000000000e-01 4.499019630869246084e-22
5.390625000000000000e-01 -7.110847497889365890e-23
5.400390625000000000e-01 -1.367986063805080914e-22
5.410156250000000000e-01 -1.286905178480391788e-22
5.419921875000000000e-01 1.977414064892137165e-22
5.429687500000000000e-01 1.895510085029231796e-22
5.439453125000000000e-01 -1.086495942529464416e-22
5.449218750000000000e-01 1.081132311796906190e-22
5.458984375000000000e-01 -5.250567989667107179e-23
5.468750000000000000e-01 -1.957810230677129048e-22
5.478515625000000000e-01 -4.333341292788081202e-22
5.488281250000000000e-01 -1.088275816561911356e-22
5.498046875000000000e-01 -1.724735714341491270e-22
5.507812500000000000e-01 -5.392622242315524390e-23
5.517578125000000000e-01 3.756314615137996631e-22
5.527343750000000000e-01 3.109022653062030770e-22
5.537109375000000000e-01 4.903543110304207014e-23
5.546875000000000000e-01 -9.553782806475733573e-23
5.556640625000000000e-01 -2.336284840822512879e-22
