# times, data
2.568359375000000000e-01 -4.255426761589756834e-22
2.578125000000000000e-01 3.935790713507183936e-22
2.587890625000000000e-01 6.124449390994742843e-23
2.597656250000000000e-01 4.903661070531954595e-22
2.607421875000000000e-01 2.129727021478618934e-22
2.617187500000000000e-01 2.727694039140321608e-23
2.626953125000000000e-01 1.375336200453330082e-22
2.636718750000000000e-01 2.774477797554073549e-22
2.646484375000000000e-01 -1.085446141485730055e-22
2.656250000000000000e-01 -3.590944605219218303e-22
2.666015625000000000e-01 1.479911680316706894e-22
2.675781250000000000e-01 4.471130504179867915e-22
2.685546875000000000e-01 -1.550442435193051896e-22
2.695312500000000000e-01 -1.255066524727661742e-22
2.705078125000000000e-01 5.715132657827556399e-23
2.714843750000000000e-01 -4.273180769313749359e-22
2.724609375000000000e-01 8.095636994936719716e-24
2.734375000000000000e-01 2.820112287568084098e-22
2.744140625000000000e-01 1.079924664602061509e-23
2.753906250000000000e-01 -5.859066639579486677e-23
2.763671875000000000e-01 -3.263493822337560136e-23
2.773437500000000000e-01 -1.484052245780106058e-22
2.783203125000000000e-01 -2.210862650997565555e-22
2.792968750000000000e-01 -1.369121071079436378e-22
2.802734375000000000e-01 -1.101949887305312918e-22
2.812500000000000000e-01 -1.492639863345496480e-22
2.822265625000000000e-01 -8.489517082093070855e-23
2.832031250000000000e-01 -3.667952786389509226e-23
2.841796875000000000e-01 5.500206943858785408e-23
2.851562500000000000e-01 4.219250104623009856e-22
2.861328125000000000e-01 3.641319886896457686e-22
2.871093750000000000e-01 -3.749006439973851509e-23
2.880859375000000000e-01 -8.290725856677600709e-23
2.890625000000000000e-01 4.037780721661431337e-22
2.900390625000000000e-01 1.828663041883830172e-22
2.910156250000000000e-01 3.178792856729089602e-22
2.919921875000000000e-01 -3.480806156504801682e-22
2.929687500000000000e-01 9.872940324968504266e-23
2.939453125000000000e-01 1.428579784222559945e-22
2.949218750000000000e-01 1.225949644874264621e-22
2.958984375000000000e-01 3.547365470291861714e-22
2.968750000000000000e-01 3.032088036689588265e-22
2.978515625000000000e-01 3.258864413293268375e-23
2.988281250000000000e-01 -9.888675082288708325e-23
2.998046875000000000e-01 7.411157276577178276e-23
3.007812500000000000e-01 -1.242024320528724520e-22
3.017578125000000000e-01 -2.156439764009189466e-22
3.027343750000000000e-01 -2.609373109693888803e-22
3.037109375000000000e-01 6.534482164733963428e-23
3.046875000000000000e-01 -3.020232006004602475e-22
3.056640625000000000e-01 1.167284988307280655e-22
3.066406250000000000e-01 7.278735281037243271e-22
3.076171875000000000e-01 -1.086728937558719343e-22
3.085937500000000000e-01 3.299370452918651579e-22
3.095703125000000000e-01 -3.194582861138476063e-22
3.105468750000000000e-01 3.485266788134495219e-23
3.115234375000000000e-01 -1.195383743480399604e-22
3.125000000000000000e-01 3.682875039952564570e-22
3.134765625000000000e-01 -2.708774637703808041e-22
3.144531250000000000e-01 1.893892750575496235e-23
3.154296875000000000e-01 1.166024073700246874e-22
3.164062500000000000e-01 2.017770725615019758e-22
3.173828125000000000e-01 1.038472270290922049e-22
3.183593750000000000e-01 -2.067376871199084118e-22
3.193359375000000000e-01 6.722303172368582995e-23
3.203125000000000000e-01 -6.886847099434014204e-23
3.212890625000000000e-01 2.338305312632608351e-22
3.222656250000000000e-01 -1.721373498043023880e-22
3.232421875000000000e-01 -2.647240344848794382e-22
3.242187500000000000e-01 6.386890409829014060e-23
3.251953125000000000e-01 -7.073321624878321350e-23
3.261718750000000000e-01 -1.916514991409700697e-23
3.271484375000000000e-01 -3.517738833021674606e-22
3.281250000000000000e-01 -2.487187620654346968e-22
3.291015625000000000e-01 2.365570305560398853e-22
3.300781250000000000e-01 3.059742455101609599e-24
3.310546875000000000e-01 -3.483513143054389009e-23
3.320312500000000000e-01 -6.311808656658339545e-23
3.330078125000000000e-01 1.958670440210577160e-22
3.339843750000000000e-01 -3.120913508946206835e-22
3.349609375000000000e-01 1.392772104533394358e-22
3.359375000000000000e-01 -3.243483932293000135e-24
3.369140625000000000e-01 1.596002985519125557e-22
3.378906250000000000e-01 4.514262890062400913e-23
3.388671875000000000e-01 6.453185412834601431e-23
3.398437500000000000e-01 -1.190480580024151836e-22
3.408203125000000000e-01 -2.306511943993215430e-22
3.417968750000000000e-01 -1.194837789157053652e-22
3.427734375000000000e-01 -5.478051400607944992e-23
3.437500000000000000e-01 -2.827228762695534706e-22
3.447265625000000000e-01 -4.129651904352487077e-22
3.457031250000000000e-01 4.458316805398905013e-23
3.466796875000000000e-01 5.570528142367050463e-23
3.476562500000000000e-01 -2.012637806946282343e-22
3.486328125000000000e-01 4.949261213273805035e-23
3.496093750000000000e-01 -2.552219336775840349e-22
3.505859375000000000e-01 -5.120570792444942041e-22
3.515625000000000000e-01 -7.497522173839559613e-23
3.525390625000000000e-01 -5.964576509504691977e-23
3.535156250000000000e-01 3.036347943697691552e-22
3.544921875000000000e-01 -1.708691673402469865e-22
3.554687500000000000e-01 3.251506191717296581e-23
3.564453125000000000e-01 -3.583782128920739880e-23
3.574218750000000000e-01 2.170585372693941484e-22
3.583984375000000000e-01 3.661767871252153698e-22
3.593750000000000000e-01 1.525042942940307684e-22
3.603515625000000000e-01 7.201256249522036457e-23
3.613281250000000000e-01 -1.345815076339363444e-22
3.623046875000000000e-01 2.751290023987039907e-24
3.632812500000000000e-01 3.690592862594229993e-22
3.642578125000000000e-01 3.602569815114304013e-22
3.652343750000000000e-01 3.468838487908840545e-22
3.662109375000000000e-01 -1.687252099391571070e-22
3.671875000000000000e-01 6.899027181031492265e-23
3.681640625000000000e-01 1.686332065661360361e-22
3.691406250000000000e-01 -4.768874118616025130e-22
3.701171875000000000e-01 4.603908838085514160e-23
3.710937500000000000e-01 3.461950190313473344e-22
3.720703125000000000e-01 -2.058736577531876394e-22
3.730468750000000000e-01 1.432989029685201392e-22
3.740234375000000000e-01 7.952414572291075298e-23
3.750000000000000000e-01 4.342271145386281149e-24
3.759765625000000000e-01 1.291675794639102511e-22
3.769531250000000000e-01 -6.012526985833838025e-24
3.779296875000000000e-01 3.056061566867752284e-23
3.789062500000000000e-01 -2.197103206500660422e-22
3.798828125000000000e-01 -6.583314885214741351e-24
3.808593750000000000e-01 -2.485022349658134373e-22
3.818359375000000000e-01 1.645503057590602689e-22
3.828125000000000000e-01 -2.459724980798820517e-22
3.837890625000000000e-01 -5.049118895807761611e-23
3.847656250000000000e-01 -9.247612219351615217e-23
3.857421875000000000e-01 -8.400372359227998277e-23
3.867187500000000000e-01 -1.420470796016271639e-22
3.876953125000000000e-01 5.295341492769980159e-23
3.886718750000000000e-01 8.379919155686954195e-24
3.896484375000000000e-01 1.162560918785962049e-22
3.906250000000000000e-01 -2.446277026722991558e-23
3.916015625000000000e-01 2.830739709555859975e-22
3.925781250000000000e-01 2.273317812550667720e-22
3.935546875000000000e-01 4.163734828167553781e-23
3.945312500000000000e-01 3.580394740437818071e-22
3.955078125000000000e-01 -1.458648029436096624e-22
3.964843750000000000e-01 -6.609582112277412828e-22
3.974609375000000000e-01 5.042917919352404291e-23
3.984375000000000000e-01 -1.347646466587406924e-22
3.994140625000000000e-01 2.468142523048288718e-23
4.003906250000000000e-01 -6.472952656431693338e-23
4.013671875000000000e-01 1.514346414155750816e-22
4.023437500000000000e-01 -3.007594903976828498e-22
4.033203125000000000e-01 2.931567434234231790e-23
4.042968750000000000e-01 2.251192111997950418e-22
4.052734375000000000e-01 3.220824643398284065e-22
4.062500000000000000e-01 -1.338627987207936359e-22
4.072265625000000000e-01 -9.282885628033085832e-23
4.082031250000000000e-01 6.666765826005685302e-23
4.091796875000000000e-01 9.507822262090228840e-23
4.101562500000000000e-01 -3.817419864352735386e-22
4.111328125000000000e-01 -1.060736318457887544e-22
4.121093750000000000e-01 -2.293113100935995091e-22
4.130859375000000000e-01 1.322338775598168257e-22
4.140625000000000000e-01 -2.821525002663927344e-23
4.150390625000000000e-01 6.714664514352069538e-23
4.160156250000000000e-01 2.412772331116526552e-22
4.169921875000000000e-01 -8.789414392973156341e-23
4.179687500000000000e-01 1.657631095514458031e-22
4.189453125000000000e-01 -3.650042777197890334e-22
4.199218750000000000e-01 -2.696651412204574809e-24
4.208984375000000000e-01 -3.942092734153105232e-22
4.218750000000000000e-01 -1.031056502183605039e-22
4.228515625000000000e-01 2.120070218969299720e-22
4.238281250000000000e-01 -2.380590290572308398e-22
4.248046875000000000e-01 -4.208136063921671566e-23
4.257812500000000000e-01 7.953277587920281354e-23
4.267578125000000000e-01 3.814129237674132078e-22
4.277343750000000000e-01 -5.471135587088216023e-23
4.287109375000000000e-01 -1.005196152623695110e-22
4.296875000000000000e-01 -5.074566488660754331e-22
4.306640625000000000e-01 4.664254890416846661e-22
4.316406250000000000e-01 3.160880854887444512e-22
4.326171875000000000e-01 -6.417694031304297208e-23
4.335937500000000000e-01 4.291087038341377750e-22
4.345703125000000000e-01 4.675861169179334316e-22
4.355468750000000000e-01 -3.499131599388887291e-23
4.365234375000000000e-01 1.663724375707392812e-22
4.375000000000000000e-01 1.136922783101728636e-22
4.384765625000000000e-01 3.311257538586768761e-23
4.394531250000000000e-01 -2.476257950366148589e-22
4.404296875000000000e-01 2.694254186496751258e-22
4.414062500000000000e-01 1.368088619896596371e-22
4.423828125000000000e-01 -1.169881392248072379e-23
4.433593750000000000e-01 4.273083327655746951e-23
4.443359375000000000e-01 -1.969853020971798067e-22
4.453125000000000000e-01 6.825040535909032841e-23
4.462890625000000000e-01 -2.656643746411529389e-22
4.472656250000000000e-01 7.759866926415599438e-23
4.482421875000000000e-01 2.095245940539583244e-22
4.492187500000000000e-01 -1.181296505934362202e-22
4.501953125000000000e-01 -3.229997362311021407e-23
4.511718750000000000e-01 2.026169477842493885e-23
4.521484375000000000e-01 2.103753878082670837e-22
4.531250000000000000e-01 -3.003264021048121921e-22
4.541015625000000000e-01 -8.447558597306205298e-23
4.550781250000000000e-01 1.837633761639331458e-22
4.560546875000000000e-01 -2.410548235703150047e-22
4.570312500000000000e-01 1.481438886426730994e-22
4.580078125000000000e-01 4.480968270906498534e-22
4.589843750000000000e-01 1.152004124216823072e-22
4.599609375000000000e-01 1.067791085539234432e-22
4.609375000000000000e-01 -1.351385370336974187e-22
4.619140625000000000e-01 -2.890500647904554580e-22
4.628906250000000000e-01 7.458864111697893701e-23
4.638671875000000000e-01 1.142778404244670534e-22
4.648437500000000000e-01 -2.575232589407627124e-22
4.658203125000000000e-01 -3.467234144356594002e-22
4.667968750000000000e-01 -2.597798552198489513e-22
4.677734375000000000e-01 4.059467458687245980e-22
4.687500000000000000e-01 -1.437657244364712059e-22
4.697265625000000000e-01 2.420316223136102493e-23
4.707031250000000000e-01 4.019174045995692970e-22
4.716796875000000000e-01 9.788751867312169494e-23
4.726562500000000000e-01 1.079549066770530863e-22
4.736328125000000000e-01 3.131986614312692829e-22
4.746093750000000000e-01 1.816416073909186149e-22
4.755859375000000000e-01 2.807192402672563238e-22
4.765625000000000000e-01 -4.798573801416819867e-23
4.775390625000000000e-01 -1.671913781323197603e-24
4.785156250000000000e-01 -1.404284108392070223e-22
4.794921875000000000e-01 -5.355098710533874041e-22
4.804687500000000000e-01 1.223655658901379208e-22
4.814453125000000000e-01 1.708523484949390198e-22
4.824218750000000000e-01 -1.249237390977418902e-22
4.833984375000000000e-01 -1.710049225879517170e-22
4.843750000000000000e-01 1.927303267170595524e-22
4.853515625000000000e-01 -2.100039175576543712e-22
4.863281250000000000e-01 -1.965760452495066963e-22
4.873046875000000000e-01 -2.463298064781292091e-22
4.882812500000000000e-01 2.349121728363319318e-22
4.892578125000000000e-01 2.381681757541743382e-22
4.902343750000000000e-01 -2.837423754377347098e-23
4.912109375000000000e-01 -1.190464520949102115e-22
4.921875000000000000e-01 -1.188469301288619663e-22
4.931640625000000000e-01 -7.537865604747232868e-23
4.941406250000000000e-01 -2.182208117684666531e-22
4.951171875000000000e-01 -3.637832705633104531e-22
4.960937500000000000e-01 2.675942222682786804e-22
4.970703125000000000e-01 -2.328505341228325857e-23
4.980468750000000000e-01 -1.673663394359774157e-22
4.990234375000000000e-01 -3.199893483993513821e-23
5.000000000000000000e-01 -2.066054397586235420e-22
5.009765625000000000e-01 1.671752312212852647e-23
5.019531250000000000e-01 8.562482514735585533e-23
5.029296875000000000e-01 2.224511608945558398e-22
5.039062500000000000e-01 1.932250414644361419e-22
5.048828125000000000e-01 -2.203949487722626406e-22
5.058593750000000000e-01 2.656989888660352310e-22
5.068359375000000000e-01 9.321625504291881323e-24
5.078125000000000000e-01 -1.350730696085945012e-22
5.087890625000000000e-01 3.635575181749566471e-22
5.097656250000000000e-01 5.611833635266443853e-24
5.107421875000000000e-01 1.867896742230334570e-22
5.117187500000000000e-01 -1.764236740865595976e-22
5.126953125000000000e-01 2.524048190395062193e-23
5.136718750000000000e-01 -1.914105820570532670e-23
5.146484375000000000e-01 6.412412934602218808e-23
5.156250000000000000e-01 1.428033222890528033e-22
5.166015625000000000e-01 -1.891651481319589836e-22
5.175781250000000000e-01 -3.532431371934935471e-22
5.185546875000000000e-01 -2.378822697221118888e-22
5.195312500000000000e-01 -1.229204457026771279e-22
5.205078125000000000e-01 -1.525474521159180016e-23
5.214843750000000000e-01 4.889771939962438556e-23
5.224609375000000000e-01 -2.329643313622520499e-22
5.234375000000000000e-01 3.544769189326444584e-23
5.244140625000000000e-01 -1.913563640508030443e-23
5.253906250000000000e-01 2.877836647317241058e-22
5.263671875000000000e-01 -2.358766669518604463e-22
5.273437500000000000e-01 -3.222695290798146004e-23
5.283203125000000000e-01 2.420921826974396823e-22
5.292968750000000000e-01 -2.085470589503593612e-22
5.302734375000000000e-01 -3.990622432486059265e-23
5.312500000000000000e-01 -7.040756308869345005e-23
5.322265625000000000e-01 -1.936229901582143958e-22
5.332031250000000000e-01 9.703082272660547802e-24
5.341796875000000000e-01 1.175489538282875789e-22
5.351562500000000000e-01 -2.991088316206589565e-22
5.361328125000000000e-01 5.047604386334948465e-22
5.371093750000000000e-01 1.784839956722417972e-22
5.380859375000000000e-01 9.122102862622835431e-23
5.390625000000000000e-01 -1.758799380902058500e-22
5.400390625000000000e-01 1.755809250699688054e-22
5.410156250000000000e-01 5.666648976194640538e-22
5.419921875000000000e-01 6.908312287447768295e-23
5.429687500000000000e-01 4.538206734312451981e-22
5.439453125000000000e-01 2.757360148245941436e-22
5.449218750000000000e-01 1.348888322324297878e-22
5.458984375000000000e-01 3.300795903010998615e-22
5.468750000000000000e-01 2.717959914176678121e-23
5.478515625000000000e-01 -3.565717147480385243e-24
5.488281250000000000e-01 -5.368204329325253350e-22
5.498046875000000000e-01 -2.389530701791778617e-23
5.507812500000000000e-01 1.680915288541870245e-22
5.517578125000000000e-01 -1.984588858236342774e-22
5.527343750000000000e-01 9.137264292091707928e-23
5.537109375000000000e-01 -1.077189775415490156e-22
5.546875000000000000e-01 -4.043153316959996795e-22
5.556640625000000000e-01 -2.402696081442836455e-22
5.566406250000000000e-01 1.618541768730406648e-22
